23.6848,0.50582
23.7896,0.49457
23.8944,0.44852
23.9992,0.45514
24.104,0.45487
24.2088,0.44629
24.3136,0.43621
24.4184,0.42431
24.5232,0.37162
24.628,0.38217
24.7328,0.37792
24.8376,0.37186
24.9424,0.35671
25.0472,0.34428
25.152,0.30553
25.2568,0.30969
25.3616,0.30758
25.4664,0.29887
25.5712,0.28685
25.676,0.27478
25.7808,0.23666
25.8856,0.24132
25.9904,0.23736
26.0952,0.22588
26.2,0.21359
26.3048,0.20185
26.4096,0.1636
26.5144,0.15882
26.6192,0.15727
26.724,0.14715
26.8288,0.13298
26.9336,0.12159
27.0384,0.096264
27.1432,0.087779
27.248,0.083144
27.3528,0.07934
27.4576,0.064939
27.5624,0.055915
27.6672,0.023459
27.772,0.024841
27.8768,0.01688
27.9816,0.0067882
28.0864,-0.0061533
28.1912,-0.015992
28.296,-0.058172
28.4008,-0.053343
28.5056,-0.05845
28.6104,-0.070209
28.7152,-0.085198
28.82,-0.094232
28.9248,-0.13056
29.0296,-0.12943
29.1344,-0.13546
29.2392,-0.14371
29.344,-0.15575
29.4488,-0.17129
29.5536,-0.19629
29.6584,-0.19837
29.7632,-0.20194
29.868,-0.21101
29.9728,-0.22759
30.0776,-0.24221
30.1824,-0.26489
30.2872,-0.27037
30.392,-0.27467
30.4968,-0.28506
30.6016,-0.29851
30.7064,-0.31324
30.8112,-0.34601
30.916,-0.34337
31.0208,-0.3481
31.1256,-0.35927
31.2304,-0.37073
31.3352,-0.37886
31.44,-0.40769
31.5448,-0.40858
31.6496,-0.41016
31.7544,-0.42061
31.8592,-0.43492
31.964,-0.43976
32.0688,-0.46955
32.1736,-0.47653
32.2784,-0.47988
32.3832,-0.49318
32.488,-0.50325
32.5928,-0.51721
32.6976,-0.53375
32.8024,-0.54212
32.9072,-0.54554
33.012,-0.5557
33.1168,-0.57058
33.2216,-0.579
33.3264,-0.59847
33.4312,-0.60203
33.536,-0.61103
33.6408,-0.6227
33.7456,-0.63413
33.8504,-0.64375
33.9552,-0.65977
34.06,-0.66406
34.1648,-0.66999
34.2696,-0.67973
34.3744,-0.69634
34.4792,-0.70672
34.584,-0.72684
34.6888,-0.7323
34.7936,-0.74364
34.8984,-0.75052
35.0032,-0.76662
35.108,-0.78367
35.2128,-0.78172
35.3176,-0.79332
35.4224,-0.80148
35.5272,-0.807
35.632,-0.8253
35.7368,-0.83412
35.8416,-0.82568
35.9464,-0.83825
36.0512,-0.84474
36.156,-0.85579
36.2608,-0.87552
36.3656,-0.88752
36.4704,-0.86115
36.5752,-0.87274
36.68,-0.88304
36.7848,-0.90303
36.8896,-0.92274
36.9944,-0.94592
